Ag,As_,Au,B,Ba,Be,Bi,Cd,Co,Cr,Cu,F,Hg,La,Li,Mn,Mo,Nb,Ni,P,Pb,Sb,Sn,Sr,Th,Ti,U,V,W,Y,Zn,Zr,Al2O3,CaO,Fe2O3,K2O,MgO,Na2O,SiO2,Coor_X,Coor_Y
22,4.4,1.2,31,683,1.6,0.14,0.05,17,88,20,522,8,60,25,667,0.36,16,33,335,27,0.37,2.4,197,14,5096,2.4,90,1.7,22,43,408,15,1.55,5.18,2.46,1.34,1.81,72.5,40533869.32,4085553.111
20,5.4,1.2,21,800,1.4,0.11,0.04,14,55,15,335,9.5,40,24,733,0.37,14,29,352,20,0.37,1.8,217,9,4996,1.6,83,1.2,18,36,292,13.58,1.66,4.44,2.14,1.17,2.12,76.9,40535651.92,4085560.397
26,4.2,1.4,22,717,1.5,0.14,0.05,23,70,25,413,12,41,24,783,0.4,15,39,335,17,0.5,3.2,207,11,6145,2,97,1.9,20,38,375,13.58,1.87,4.78,2.07,1.39,2,72.28,40538325.83,4085572.026
30,4.5,1,23,900,1.4,0.09,0.05,11,53,14,385,8,33,29,600,0.46,12,22,422,21,0.37,2.2,280,8,4446,1.7,73,1.6,16,35,375,14.58,1.69,4,2.1,1.31,2.52,72.24,40541891.04,4085588.838
30,4.6,1,22,767,1.5,0.1,0.05,9.3,70,15,404,15,31,25,590,0.36,12,28,422,14,0.4,2,217,9,4796,1.8,73,1.7,15,43,300,14.17,2,4.26,2.04,1.32,2.03,72.17,40543673.65,4085597.805
31,4.1,1.3,33,1060,2.3,0.15,0.04,12,73,22,252,17,45,28,740,1.2,29,46,380,18,0.14,1.9,313,8,5345,0.88,96,0.79,26,27,452,15.41,2.74,4.11,2.14,1.57,2.11,73.99,40546347.57,4085611.956
34,3.7,1.1,35,900,1.7,0.12,0.05,11,160,22,228,12,39,24,740,0.37,28,42,370,17,0.36,1.8,303,8,5295,0.87,100,0.79,24,25,458,14.07,2.35,4.04,2.07,1.4,2.42,75.83,40548130.18,4085621.857
28,4.7,1.7,43,817,2,0.17,0.05,9.7,74,20,192,30,38,32,733,0.41,28,39,315,19,0.5,1.6,267,9,5295,1.5,85,0.87,27,25,550,14.58,2.07,3.74,2.05,1.17,2.25,75.21,40549912.8,4085632.132
32,6.7,1.4,45,1100,1.8,0.17,0.05,15,74,21,236,18,38,34,883,0.34,25,39,355,17,1.2,1.8,373,5,4945,1.9,88,0.7,23,27,454,14.58,1.87,3.87,2.09,1.42,2.25,75.23,40551695.42,4085642.78
50,5.4,3,62,883,2.2,0.07,0.05,12,62,24,285,34,46,34,740,0.28,192,46,355,18,0.61,2.8,233,9,4995,2.1,92,1,27,36,486,14.24,1.41,3.66,2.09,1.24,1.75,77.69,40556151.97,4085671.036
31,3.9,1.8,45,1100,2.2,0.18,0.07,14,71,33,350,24,48,34,800,1.2,32,53,425,20,0.6,1.8,260,9,4695,1.9,94,0.94,26,32,350,14.34,3.07,4.24,2.2,1.65,1.61,72.58,40557934.59,4085682.992
23,5.5,0.69,29,967,2,0.14,0.02,7.1,50,13,242,11,27,22,430,0.33,13,21,272,25,0.37,1.9,350,8,2748,1.7,50,1.2,19,44,283,13.33,1.04,2.68,2.77,0.86,3,74.53,40500000,4086595.453
21,5.6,0.8,28,1007,1.8,0.18,0.02,7.5,50,13,255,11,29,25,427,0.23,11,23,312,26,0.36,1.9,343,7,2623,1.3,47,0.82,18,44,275,13.49,1.11,2.65,2.77,0.96,3.05,73.03,40501782.36,4086595.639
35,5.8,1.2,32,1000,2.1,0.18,0.01,6.8,9,17,242,16,29,21,427,0.23,14,25,289,28,0.38,2.2,313,6,2903,1.5,55,0.85,21,38,283,13.83,0.88,2.85,2.73,0.71,2.85,69.76,40503564.72,4086596.2
35,5.1,1,23,1050,2.2,0.15,0.01,6.1,37,16,266,13,29,20,440,0.23,14,22,244,20,0.3,1.6,327,6,2748,1.5,50,0.8,21,52,308,13.33,0.96,2.71,2.85,0.72,2.91,74.57,40506238.26,4086597.741
21,5.3,0.8,31,760,2,0.15,0.02,8.1,40,19,304,9.4,29,25,460,0.31,14,23,216,21,0.36,1.9,210,7.6,3097,2.5,55,0.85,21,45,342,13.41,0.96,2.9,2.83,0.91,2.66,75.3,40508020.62,4086599.236
31,6,0.8,32,867,2.6,0.15,0.04,7.8,40,23,318,11,31,24,560,0.34,17,21,311,31,0.75,3.5,247,10,3395,2.1,56,0.75,32,98,416,13.07,1.24,3.2,3.09,0.86,2.73,76.99,40509802.98,4086601.104
19,4.3,0.5,25,1033,2.7,0.17,0.07,6.8,45,18,504,8.6,32,24,643,0.61,14,18,458,30,0.46,3.9,330,9,4444,1.8,58,0.77,32,67,508,14.58,1.95,3.58,3.22,1.02,3.23,73.46,40511585.34,4086603.346
28,4.4,0.8,25,683,3,0.2,0.05,5,40,16,504,10,38,26,560,1.1,20,14,405,31,0.54,4.6,183,14,3845,2.7,53,1,36,106,641,12.99,1.17,3.37,3.24,0.81,3.23,74.76,40514258.88,4086607.409
35,5.3,0.89,27,707,3.2,0.33,0.06,6,41,16,428,8.6,35,24,573,1,16,15,296,30,0.56,4.1,193,11,3595,2.3,59,1.1,35,82,458,13.03,1.14,3.38,3.19,0.82,3.18,73.46,40516041.24,4086610.585
35,5.8,0.69,39,817,2.4,0.23,0.03,10,56,20,359,8.6,35,26,560,0.81,18,23,286,26,0.37,3.3,207,9,3795,1.9,71,1.3,32,56,425,12.07,0.95,3.37,2.69,0.92,2.23,78.91,40517823.6,4086614.135
38,5.8,0.6,37,833,2.4,0.2,0.03,10,85,29,297,9.3,37,28,463,0.47,19,25,257,21,0.64,3,193,10,4194,1.9,76,1.4,32,48,392,12.33,0.86,3.48,2.58,0.82,2.08,74.91,40519605.97,4086618.058
28,6.9,0.6,37,717,2,0.18,0.04,9.2,50,18,297,7.2,38,22,473,0.34,16,22,257,19,0.47,3.5,175,10,4244,2.3,75,1.2,33,37,458,11.99,0.97,3.48,2.32,0.91,2.06,76.33,40522279.51,4086624.644
71,7.4,1.8,35,733,2,0.18,0.06,8.7,42,20,432,18,32,25,493,0.43,12,23,349,27,0.66,2.7,180,8,3947,2.1,63,1.6,26,38,458,13.16,1.32,3.24,2.43,1.31,2.02,70.96,40524061.88,4086629.501
64,6.5,1.4,40,537,2.1,0.21,0.01,17,64,24,484,10,47,30,597,0.27,16,34,440,25,0.49,3.1,153,13,5046,2.7,83,1.6,26,68,333,14.34,1.16,5.03,2.1,1.24,1.72,68.37,40527626.61,4086640.337
46,5.2,1.2,33,610,2.1,0.15,0.01,30,64,27,589,10,42,30,793,0.27,19,45,362,32,0.4,3,193,14,5346,3,97,1.1,28,52,437,15.83,1.35,5.43,2.14,1.45,1.68,63.92,40530300.16,4086649.445
40,4.7,1,31,710,1.9,0.17,0.00999,17,76,23,359,9,45,32,713,0.27,16,35,319,25,0.44,2.2,248,12,5645,2,95,1.1,23,25,450,12.92,1.8,4.8,1.92,1.24,2.15,69.44,40532078.34,4087765.77
40,4.4,1.6,20,663,2,0.18,0.03,26,70,29,404,13,51,25,783,0.31,18,43,349,13,0.37,1.2,248,12,6445,2,103,1.4,24,42,525,14.24,1.98,5.34,1.95,1.55,2.02,66.57,40533860.48,4087772.683
26,3.4,1.1,24,797,2,0.17,0.01,19,68,20,404,9,49,18,650,0.34,18,34,488,25,0.31,2.9,253,10,7094,2.4,110,1.2,24,42,533,13.58,2.09,5.08,1.95,1.32,2.12,70.51,40535642.61,4087779.97
29,3.4,1.6,20,563,1.8,0.18,0.02,23,113,33,388,9,34,18,740,0.28,13,98,464,17,0.25,2.3,230,9,5246,2,99,1.1,20,40,383,14.66,2.42,5.74,1.68,1.92,2.12,64.39,40538315.82,4087791.601
14,7.4,1.6,14,610,1.5,0.11,0.09,24,100,47,413,12,28,24,783,0.37,12,53,600,23,0.46,1.4,273,7,5096,1.4,120,1.4,18,98,258,16.66,2.75,7.2,2.02,2,2.69,71.43,40540097.97,4087799.822
31,4.4,1.5,20,767,1.4,0.1,0.05,12,52,15,345,14,35,25,640,0.31,12,24,471,22,0.38,2.2,240,9,4396,1.5,73,1.5,18,42,350,13.16,1.74,4.11,2.16,1.26,2.53,74.36,40541880.11,4087808.417
21,3.6,0.6,18,783,1.5,0.07,0.05,15,62,15,394,10,38,24,640,0.31,14,27,428,22,0.34,1.7,237,7,5395,1.6,90,1.3,17,40,383,14.58,1.94,4.63,2.04,1.42,2.35,72.5,40543662.25,4087817.386
31,4.2,1.4,35,1033,1.9,0.15,0.02,13,88,27,252,20,40,32,737,0.68,25,43,390,20,0.38,3,267,8,4745,1.8,101,0.89,22,22,429,15.41,1.66,4.4,2.09,1.42,2.14,74.81,40545444.4,4087826.728
28,2.2,2.2,35,1300,2,0.18,0.21,9.2,39,20,285,18,34,20,633,1.1,25,37,350,23,0.27,1.2,330,10,4645,1.3,83,0.56,20,21,408,14.17,3.83,3.5,2.56,1.4,2.65,76.03,40548117.62,4087841.443
30,4.2,1.1,66,950,2,0.18,0.1,14,80,26,187,30,43,39,900,0.55,30,46,375,29,0.85,1.8,280,6,4845,1.6,101,0.82,24,50,429,15.41,2.26,4.2,2.14,1.45,2.17,76.37,40549899.77,4087851.719
31,3.9,1.5,43,1073,2,0.05,0.07,13,88,22,285,27,41,34,793,0.5,26,46,405,23,0.46,2.1,323,8,4496,1.6,98,1.2,21,29,467,15.17,2,4.08,2.22,1.6,2.38,72.15,40551681.92,4087862.37
45,4.6,1.8,42,1060,2,0.18,0.07,11,68,22,252,30,41,28,830,0.54,28,46,375,20,0.61,1.9,257,7,4645,1.9,90,1.4,29,29,450,14.41,2.25,3.81,2.21,1.29,1.87,75.92,40556137.31,4087890.631
24,2.1,1.1,38,1467,1.8,0.12,0.1,11,67,20,375,24,43,24,610,0.58,28,43,555,27,0.37,1.9,300,7,4645,2.1,97,0.67,22,71,383,14.17,7.37,4.07,2.38,2.23,1.67,51.21,40557919.47,4087902.59
29,4,0.8,31,1017,1.8,0.2,0.04,7.6,69,20,290,7,32,22,440,0.25,14,34,318,30,0.34,1.7,380,7,2923,1,55,0.85,19,93,283,13.75,1.32,3.34,2.65,1.37,2.96,72.65,40500000,4087705.232
36,4.7,0.8,30,1033,1.9,0.21,0.02,7.3,61,14,266,9,31,25,383,0.25,14,22,216,25,0.38,1.7,350,7,2793,1.6,48,0.8,20,40,287,13.9,1.03,2.88,2.77,0.87,3.12,71.94,40501781.89,4088815.201
36,3.8,1.6,36,1000,1.9,0.18,0.02,5.6,37,13,266,9.5,28,25,350,0.2,14,23,204,32,0.37,2,350,7,2503,1.6,44,0.82,20,40,270,14,0.93,2.45,2.77,0.61,3.05,72.17,40503563.79,4088815.761
27,3.3,0.89,25,1117,2.2,0.2,0.02,6,33,13,242,16,30,21,373,0.2,15,23,233,28,0.36,1.8,387,8,2398,1.2,44,0.75,21,44,337,13.83,1.02,2.34,2.93,0.59,3.27,70.25,40506236.63,4088817.303
29,4,0.8,27,850,2.3,0.2,0.02,7.5,50,18,304,9.5,30,21,560,0.47,17,27,312,28,0.3,2.5,280,9,2848,2,54,0.77,29,49,371,12.75,1.02,2.77,2.93,0.82,2.95,75.73,40508018.52,4088818.798
29,3.6,1.6,34,1007,2.2,0.2,0.02,7.3,50,14,290,8,30,21,483,0.25,17,27,284,29,0.37,2.2,307,9,2873,2.1,52,0.89,25,44,358,12.75,1.06,2.83,2.83,0.72,2.7,74.61,40509800.42,4088820.667
36,6.7,1.2,38,837,2.5,0.21,0.05,7.8,50,18,304,9,32,21,447,0.34,19,27,289,30,0.31,3.1,273,8,2997,1.5,59,1,32,68,433,12.5,0.93,3.05,2.77,0.76,2.8,74.34,40511582.31,4088822.909
31,6.2,0.8,28,883,2.5,0.21,0.03,8.7,39,20,280,12,28,26,427,0.38,17,22,215,24,0.3,2.2,287,8,2748,1.5,51,0.81,27,49,387,13.33,0.89,2.9,3.01,0.71,3.1,74.1,40514255.16,4088826.973
27,5.5,0.69,31,967,2.5,0.21,0.03,8.2,41,18,318,12,29,22,510,0.37,16,24,335,25,0.38,2.5,300,9,3447,1.9,58,1.1,29,32,462,14.17,1.14,3.14,2.78,0.92,2.76,73.52,40516037.05,4088830.15
21,4.6,0.89,33,1683,1.8,0.15,0.07,10,32,10,218,8.6,27,22,393,0.14,10,18,252,30,0.54,2.8,413,8,2297,1.7,50,1,23,36,342,12.88,1.07,2.4,3.05,0.64,2.66,73.99,40517818.95,4088833.7
36,6.2,0.8,37,770,2.2,0.3,0.02,8.6,44,20,366,10,33,22,473,0.43,15,25,301,20,0.4,2.1,217,7,3297,2.2,63,1.2,27,30,358,11.82,0.88,3.28,2.71,0.91,2.27,74.01,40519600.85,4088837.624
27,6.2,1.3,38,697,2.1,0.2,0.02,7.7,50,16,255,9.5,34,26,453,0.34,15,23,244,21,0.38,2.2,197,9,3307,1.7,60,0.89,25,30,371,11.65,0.76,3.11,2.79,0.77,2.22,77.35,40522273.69,4088844.211
44,5.8,1.9,36,937,1.9,0.17,0.01,9.2,45,17,332,10,27,25,563,0.3,12,23,247,41,0.67,2.8,243,8,3797,1.7,63,1.4,20,25,362,13.41,1.25,3.57,2.62,0.91,2.39,70.68,40524055.59,4088849.07
61,5.9,1.1,38,630,1.9,0.18,0.02,11,56,23,375,14,33,22,447,0.33,13,23,349,25,0.44,2.3,197,9,4296,2,64,1.6,21,42,342,12.65,1.18,3.84,2.19,0.96,2.26,73.59,40525837.49,4088854.302
52,4.7,1,36,593,1.9,0.17,0.01,17,74,22,359,13,40,22,527,0.25,15,31,349,28,0.41,3,207,11,4946,2.1,82,1.3,24,35,437,12.75,1.48,4.2,1.98,1.04,2.12,70.19,40529401.3,4088865.887
46,5.8,1,39,593,1.8,0.17,0.02,21,77,28,332,13,37,22,640,0.27,17,44,325,32,0.46,3.2,230,9,5545,2,103,1.4,22,35,392,13.24,1.93,5.13,1.83,1.29,2.26,69.57,40532074.15,4088875.557
42,4.6,1.4,31,563,1.8,0.15,0.02,20,90,31,359,12,37,22,790,0.25,15,52,440,36,0.64,3,248,10,6045,1.8,108,1.3,20,38,425,13.9,2.5,4.5,1.74,1.47,2.29,61.82,40533856.05,4088882.471
42,4.8,1.1,26,583,1.7,0.14,0.02,15,65,28,359,9.5,41,18,610,0.28,14,34,428,25,0.69,2.5,230,12,6095,2,92,1.1,20,48,521,14.17,2.25,5.17,1.83,1.27,2.42,65.05,40535637.96,4088889.759
36,4,2,29,570,1.9,0.14,0.03,19,78,36,285,13,33,15,733,0.27,14,39,368,32,0.67,2.4,248,11,5695,1.7,97,1.2,19,40,475,13.49,2.57,5.53,1.71,1.4,2.42,67.21,40537419.87,4088897.421
62,4,0.8,33,770,1.8,0.11,0.02,16,53,15,375,14,43,20,660,0.23,14,23,410,21,0.56,1.9,293,8,5395,2.6,80,1.3,20,30,492,14.24,2.12,4.11,1.92,1.22,2.72,68.94,40541869.17,4090028.003
80,4.8,1.2,26,587,1.7,0.12,0.02,18,63,22,388,8,34,18,573,0.31,13,33,349,23,0.56,2.2,222,8,5096,1.8,98,1,19,35,412,14.34,1.62,5.34,1.78,1.32,2.31,66.29,40543650.85,4090036.974
38,5.8,1.7,31,777,1.8,0.17,0.05,16,148,27,323,8.5,39,32,793,0.28,25,49,460,22,0.36,2.2,257,9,4795,1.5,120,1.3,24,46,308,16.49,1.58,5.87,1.99,1.47,2.1,68.05,40545432.53,4090046.318
39,4.2,1.7,41,867,1.7,0.18,0.06,13,157,20,323,22,37,28,830,0.25,25,40,340,26,0.46,4.1,242,10,4905,1.7,97,1.3,23,32,386,14.17,1.91,4.34,2.14,1.35,2.04,76.03,40548105.05,4090061.035
40,3.3,1.6,48,800,1.7,0.21,0.12,10,74,15,223,42,28,28,573,0.18,19,31,325,21,0.36,1.9,237,8,4545,0.87,82,0.79,20,22,408,13.75,1.62,3.93,2.07,1.11,2.34,76.8,40549886.73,4090071.314
31,4.3,1.8,48,817,1.6,0.18,0.03,9.3,65,18,218,26,47,32,610,0.28,22,33,340,23,0.41,2.1,267,9,4346,1.7,85,1.2,22,25,429,13.49,1.66,3.9,2.09,1.12,2.3,63.28,40551668.42,4090081.967
68,4.7,1.9,44,997,2,0.34,0.05,10,59,19,318,86,37,34,727,0.14,21,35,440,26,0.54,3.3,243,8,3197,1.4,77,1.3,23,34,286,14.17,1.93,3.76,2.49,1.26,2.07,74.36,40556122.64,4090110.234
22,3.5,2,34,1367,2,0.2,0.03,10,50,18,285,20,41,32,600,0.28,24,36,430,25,0.46,2.1,290,11,3821,1.7,85,0.87,22,39,338,14.9,4.4,4.17,2.67,1.77,1.94,54.55,40557904.34,4090122.195
36,4.7,1,26,1033,2.2,0.2,0.03,8.9,98,15,416,15,34,25,490,0.36,14,29,460,26,0.37,1.7,334,7,3347,1.7,58,0.92,20,91,258,12.75,1.74,3.8,2.67,1.77,2.73,69.61,40500000,4089924.798
33,6.2,2.5,25,1050,2,0.14,0.03,7.6,66,15,304,12,32,25,410,0.3,14,26,318,20,0.34,1.2,334,9,3147,1.6,53,0.75,22,68,279,12.92,1.31,3.17,2.71,1.17,2.89,71.88,40501781.66,4089924.984
38,5.8,0.89,32,910,2.4,0.2,0.04,8,45,16,366,12,34,25,477,0.34,17,25,301,25,0.49,1.8,270,8,3322,1.7,56,1,27,93,342,12.82,1.04,3.1,2.86,0.96,2.65,73.29,40503563.32,4089925.545
36,4.4,2.9,31,890,2.4,0.18,0.02,7.2,56,18,432,24,47,26,457,0.34,17,21,255,24,0.38,1.7,240,10,3047,1.8,51,1,36,75,425,12.58,1.02,2.95,3.01,0.87,2.76,71.98,40506235.81,4089927.087
31,4.9,1,33,937,2.5,0.18,0.03,7.1,44,18,318,13,34,25,547,0.37,17,21,295,32,0.4,3.3,257,9,2997,1.5,51,0.89,29,75,383,12.58,1.06,2.83,3.01,0.77,2.89,76.6,40508016.43,4091038.368
36,4.2,1,31,1117,2.2,0.15,0.02,7.3,48,16,318,7.5,29,21,477,0.33,16,24,278,23,0.37,1.7,334,9,3022,1.7,53,0.89,24,35,362,12.24,1.24,2.61,2.83,0.89,2.89,77.39,40509797.86,4091040.237
33,4.7,0.89,23,1567,2.2,0.18,0.03,7.5,66,17,318,11,32,25,393,0.33,17,27,227,22,0.38,1.8,427,8,3022,1.8,57,0.85,27,90,433,13.41,1.18,3.1,2.87,0.82,2.84,71.43,40511579.29,4091042.479
33,2.7,0.89,24,1200,2.1,0.1,0.01,5.4,33,17,209,7,27,21,280,0.25,14,15,182,23,0.3,1.7,367,7,2548,1.3,40,0.6,24,38,400,13.16,0.97,2.2,2.92,0.54,3.05,73.76,40513360.72,4091045.096
27,4.6,2.1,26,1866,2,0.15,0.03,5,29,13,200,9,26,22,367,0.2,13,18,182,31,0.3,1.5,557,7,2198,1.1,38,0.6,19,65,354,14.17,1.14,2.4,3.15,0.51,3.31,72.07,40516032.86,4091049.722
27,5.6,0.6,34,1600,2.1,0.15,0.02,6,51,15,228,9,30,21,407,0.21,14,25,182,28,0.18,1.6,490,7,2598,1.6,48,0.89,22,43,362,13.75,1.11,2.63,3.01,0.63,3,73.24,40517814.29,4091053.273
27,6.2,1.1,35,1100,2.2,0.23,0.02,8.1,45,17,266,14,33,25,447,0.3,16,30,278,23,0.37,1.9,307,7,3172,1.6,60,1.2,26,41,333,13.66,0.88,3.14,2.73,0.87,2.41,73.27,40519595.73,4091057.198
31,6.4,1.1,41,870,2,0.27,0.02,8.3,48,18,255,10,34,25,470,0.28,16,29,255,25,0.4,1.7,267,8,3497,2,65,1.3,28,34,450,12.65,0.89,3.2,2.46,0.87,2.22,76.13,40521377.16,4091061.496
29,6.2,1.5,30,797,2,0.15,0.04,17,60,25,432,9.5,35,18,627,0.37,17,32,500,42,0.63,3.4,197,11,5096,2.6,92,1.5,24,45,433,13.9,1.94,5.27,2.5,1.59,1.99,66.66,40524049.31,4091068.645
41,6.5,1.8,26,573,1.9,0.14,0.01,26,75,29,567,13,46,18,747,0.36,21,36,717,28,0.77,3.6,197,11,7094,3.2,137,1.4,30,49,465,14,2.81,7.64,1.92,2.25,2.29,63.34,40525830.74,4091073.879
51,4,0.8,31,573,1.8,0.15,0.03,20,115,27,418,22,50,18,637,0.37,15,45,452,37,0.4,3.4,227,13,5146,2.2,100,1.4,23,45,504,12.92,1.8,5.49,1.92,0.91,2.26,67.1,40529393.61,4091085.466
51,4.3,3.6,25,630,1.8,0.12,0.04,23,100,31,404,14,100,20,827,0.37,25,42,669,34,0.41,4.2,277,21,9392,2.8,133,1.7,28,52,875,13.66,2.25,6.69,1.86,1.39,2.39,64.84,40532065.77,4091095.139
36,5.1,13,24,667,1.7,0.14,0.04,12,63,30,359,12,42,25,597,0.25,15,33,422,28,0.4,2.4,273,12,5695,2,84,1.2,20,35,558,13.16,2.08,4.28,2.04,1.24,2.49,69.71,40533847.21,4091102.054
46,4.6,1.1,27,543,1.7,0.14,0.04,17,40,19,546,13,40,25,667,0.28,13,25,609,31,0.34,2.8,188,8,4796,1.9,87,1.1,22,62,325,13.9,1.59,5.07,1.95,1.42,1.91,68.58,40540082.25,4091129.202
51,4.1,0.89,24,637,1.8,0.15,0.05,17,50,22,418,9.5,36,20,630,0.28,14,26,434,23,0.72,1.9,223,9,5645,1.7,85,1.1,19,52,462,14.9,1.7,4.94,1.83,1.29,2.39,67.68,40541863.7,4091137.799
56,3.6,0.69,17,440,1.6,0.1,0.01,23,92,29,404,9,49,18,723,0.28,19,32,723,26,0.5,2.2,207,16,10042,2.5,215,1.1,19,85,875,14.49,2.67,11.29,1.54,1.49,2.69,61.07,40543645.14,4091146.771
35,4.3,2.1,20,610,1.7,0.2,0.05,23,76,30,408,12,40,34,843,0.28,16,45,420,20,0.6,1.7,182,10,5245,1.5,132,1.3,25,54,417,15,2.04,6.17,2.02,1.7,1.81,72.99,40545426.59,4091156.116
24,3.2,1.5,27,850,1.6,0.18,0.04,12,58,21,366,6.5,41,28,667,0.27,23,34,360,26,0.44,1.7,280,9,5594,1.7,98,1.3,25,54,487,15.07,2.19,4.47,2.4,1.4,2.42,75.6,40548092.48,4092280.636
35,5,1.2,45,1000,1.7,0.2,0.05,11,223,23,323,100,60,28,830,0.28,28,42,450,31,0.92,2,273,12,5894,1.9,110,1.1,35,38,683,13.24,2.58,5.1,2.04,1.31,2.17,75.45,40549873.69,4092290.917
39,6,2.9,35,963,2,0.2,0.03,13,77,23,494,20,45,36,833,0.36,24,38,440,28,0.5,2.6,233,9,3946,1.8,92,1.4,29,36,321,14.34,2.65,4.36,2.26,1.55,1.86,76.47,40556107.97,4092329.844
46,4.3,2,40,1363,1.8,0.2,0.05,14,47,23,618,14,41,32,700,0.36,27,36,665,34,0.44,2.4,283,9,3896,1.9,84,1.3,24,44,333,14.07,3.53,4.07,2.67,1.95,2.1,72.77,40557889.2,4092341.808
35,6.2,0.8,37,937,2.2,0.18,0.03,9.3,80,17,432,16,34,26,500,0.38,14,28,426,29,0.38,3.4,300,9,3447,1.1,61,0.85,22,68,292,12.65,1.72,3.58,2.52,1.6,2.5,70.93,40500000,4092144.37
25,5.8,1.4,28,1033,2.2,0.2,0.03,9,76,14,432,14,34,26,537,0.38,16,26,346,31,0.38,2.1,337,9,3272,0.75,57,0.75,25,145,350,13.07,1.51,3.44,2.77,1.39,2.8,70.89,40501781.2,4092144.557
32,7.3,1,28,1077,2.1,0.2,0.05,6,54,17,350,14,27,26,527,0.38,15,16,233,30,0.31,2.3,334,11,2823,1.1,44,0.62,22,49,317,14,1.21,2.8,3.13,0.82,3.1,69.91,40503562.39,4092145.118
34,6.4,1.1,35,837,2.2,0.2,0.04,7.5,50,14,366,14,30,22,507,0.37,17,22,278,28,0.44,2.7,253,9,3197,1.5,55,0.81,25,49,350,12.65,1.17,3.01,2.91,0.94,2.7,75.17,40505343.59,4092146.052
32,5.5,0.8,33,1316,2.2,0.17,0.02,6,51,14,290,12,26,22,473,0.28,14,19,295,25,0.43,1.8,333,6,2923,1.1,48,0.72,24,55,300,12.82,1.41,2.61,2.9,0.86,2.97,71.85,40508015.38,4092148.155
48,7.6,1.5,39,1267,2.1,0.18,0.02,7.6,48,16,304,14,30,22,457,0.38,14,25,335,25,0.49,2,333,8,3097,1.5,55,0.75,23,38,321,12.58,0.75,3.01,2.78,0.89,2.61,72.28,40509796.58,4092150.024
49,5.3,1.4,41,1400,2,0.15,0.02,7.1,43,15,280,10,29,21,393,0.36,14,22,261,30,0.38,2.4,390,7,2948,1.2,53,0.81,23,40,367,12.5,1.23,2.65,2.87,0.76,2.73,73.61,40511577.77,4092152.268
36,5.5,1.3,46,1450,2.1,0.23,0.02,6.4,39,14,290,10,29,20,427,0.28,15,21,250,31,0.4,2.5,417,8,2997,1.6,53,0.6,24,40,425,13.24,1.24,2.83,3.01,0.77,2.8,72.09,40513358.97,4092154.884
29,4.4,0.89,33,1806,2.2,0.11,0.02,5,45,13,266,9.5,28,20,467,0.2,16,20,255,32,0.3,2.1,633,7,2548,1,43,0.5,21,48,358,14.17,1.44,2.54,3.13,0.61,3.26,72.35,40516028.67,4093269.301
33,4.7,1.8,43,1633,1.9,0.11,0.01,5.7,34,14,200,10,25,20,407,0.2,13,19,233,29,0.4,2,477,7,2598,1.3,44,0.62,19,23,383,12.58,1.32,2.4,2.98,0.61,2.85,73.5,40517809.63,4093272.853
32,4.9,1.8,30,1333,1.9,0.1,0.01,5.5,30,11,165,10,21,20,410,0.21,12,15,182,27,0.3,1.5,373,5,2498,1.1,40,0.69,16,21,323,12.58,1.18,2.2,2.98,0.53,2.87,78.64,40519590.6,4093276.779
31,5.6,1,34,1367,2,0.17,0.02,6.6,66,12,209,11,27,22,417,0.25,13,19,182,24,0.36,1.8,333,8,3022,1.3,45,0.81,21,32,358,12.5,1.13,2.51,2.87,0.64,2.66,75.6,40521371.57,4093281.078
32,5.4,0.69,29,1107,1.9,0.2,0.08,19,50,23,504,3.5,29,22,670,0.4,16,27,319,46,0.62,3.4,247,9,4396,2.2,91,1.4,26,45,317,15.66,1.62,5.69,2.95,1.39,2.45,67.66,40524043.02,4093288.229
116,5.5,6.6,35,770,2,0.18,0.03,20,65,26,470,11,29,20,707,0.36,12,30,440,37,0.73,2.6,210,9,3897,2.4,86,1.4,27,40,358,13.9,2.42,5.53,2.5,2.12,2.29,66.38,40525823.99,4093293.463
71,10,1.7,41,607,2.1,0.2,0.18,22,82,37,822,12,53,22,757,0.95,16,41,349,42,1,6.9,147,13,4846,4.1,107,1.3,33,95,415,14.49,2.07,5.69,2.28,2.66,1.48,64.15,40527604.96,4093299.071
56,5.8,1.3,36,623,1.9,0.12,0.03,16,80,28,451,9,40,20,743,0.3,15,46,66,34,0.72,2.5,214,10,4846,2.2,106,1.5,27,45,375,12.92,1.87,4.28,2.1,1.59,2.02,67.55,40529385.93,4093305.053
64,4.8,19,31,800,1.9,0.15,0.06,19,69,26,484,10,57,18,757,0.4,17,38,380,36,0.61,2.5,263,11,5346,2.1,98,1.8,29,55,542,13.33,1.66,5.13,2.19,1.32,2.02,70.34,40532057.38,4093314.727
40,4.9,1.3,31,757,2.1,0.17,0.05,22,64,23,484,14,47,18,810,0.27,19,36,349,33,0.61,2.9,230,11,5246,1.9,93,1.3,30,50,432,13.24,2.26,4.58,2.34,1.5,1.99,66.01,40533838.36,4093321.644
61,3.9,1.2,26,667,1.9,0.11,0.03,17,80,23,388,15,44,18,653,0.21,14,46,633,27,0.83,2.4,290,10,4946,1.8,97,1.3,22,52,433,13.49,2.23,4.8,2.02,1.47,2.49,67.45,40535619.33,4093328.935
45,3.6,0.69,38,563,1.7,0.12,0.02,10,53,17,252,12,42,18,483,0.2,14,24,283,28,0.55,4,220,11,4946,1.9,66,1.2,20,28,483,11.65,1.67,3.2,1.92,0.86,2.29,71.88,40537400.31,4093336.599
